OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
ipFragFails,1.3.6.1.2.1.4.18,counter32,read-only,objecttype,scalar,"The number of IPv4 datagrams that have been discarded because they needed to be fragmented at this entity but could not be, e.g., because their Don't Fragment flag was set. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutFragFails."
ipFragCreates,1.3.6.1.2.1.4.19,counter32,read-only,objecttype,scalar,"The number of IPv4 datagram fragments that have been generated as a result of fragmentation at this entity. This object has been deprecated as a new IP version neutral table has been added. It is loosely replaced by ipSystemStatsOutFragCreates."
ipAddrTable,1.3.6.1.2.1.4.20,,no-access,objecttype,table,"The table of addressing information relevant to this entity's IPv4 addresses. This table has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by the ipAddressTable although several objects that weren't deemed useful weren't carried forward while another (ipAdEntReasmMaxSize) was moved to the ipv4InterfaceTable."
ipAddrEntry,1.3.6.1.2.1.4.20.1,,no-access,objecttype,row,"The addressing information for one of this entity's IPv4 addresses."
ipAdEntAddr,1.3.6.1.2.1.4.20.1.1,ipaddress,read-only,objecttype,column,"The IPv4 address to which this entry's addressing information pertains."
ipAdEntIfIndex,1.3.6.1.2.1.4.20.1.2,integer,read-only,objecttype,column,"The index value which uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipAdEntNetMask,1.3.6.1.2.1.4.20.1.3,ipaddress,read-only,objecttype,column,"The subnet mask associated with the IPv4 address of this entry. The value of the mask is an IPv4 address with all the network bits set to 1 and all the hosts bits set to 0."
ipAdEntBcastAddr,1.3.6.1.2.1.4.20.1.4,integer,read-only,objecttype,column,"The value of the least-significant bit in the IPv4 broadcast address used for sending datagrams on the (logical) interface associated with the IPv4 address of this entry. For example, when the Internet standard all-ones broadcast address is used, the value will be 1. This value applies to both the subnet and network broadcast addresses used by the entity on this (logical) interface."
ipAdEntReasmMaxSize,1.3.6.1.2.1.4.20.1.5,integer,read-only,objecttype,column,"The size of the largest IPv4 datagram which this entity can re-assemble from incoming IPv4 fragmented datagrams received on this interface."
ipNetToMediaTable,1.3.6.1.2.1.4.22,,no-access,objecttype,table,"The IPv4 Address Translation table used for mapping from IPv4 addresses to physical addresses. This table has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by the ipNetToPhysicalTable."
ipNetToMediaEntry,1.3.6.1.2.1.4.22.1,,no-access,objecttype,row,"Each entry contains one IpAddress to `physical' address equivalence."
ipNetToMediaIfIndex,1.3.6.1.2.1.4.22.1.1,integer,read-only,objecttype,column,"The interface on which this entry's equivalence is effective. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex. This object predates the rule limiting index objects to a max access value of 'not-accessible' and so continues to use a value of 'read-create'."
ipNetToMediaPhysAddress,1.3.6.1.2.1.4.22.1.2,physaddress,read-only,objecttype,column,"The media-dependent `physical' address. This object should return 0 when this entry is in the 'incomplete' state. As the entries in this table are typically not persistent when this object is written the entity should not save the change to non-volatile storage. Note: a stronger requirement is not used because this object was previously defined."
ipNetToMediaNetAddress,1.3.6.1.2.1.4.22.1.3,ipaddress,read-only,objecttype,column,"The IpAddress corresponding to the media-dependent `physical' address. This object predates the rule limiting index objects to a max access value of 'not-accessible' and so continues to use a value of 'read-create'."
ipNetToMediaType,1.3.6.1.2.1.4.22.1.4,integer,read-only,objecttype,column,"The type of mapping. Setting this object to the value invalid(2) has the effect of invalidating the corresponding entry in the ipNetToMediaTable. That is, it effectively dis-associates the interface identified with said entry from the mapping identified with said entry. It is an implementation- specific matter as to whether the agent removes an invalidated entry from the table. Accordingly, management stations must be prepared to receive tabular information from agents that corresponds to entries not currently in use. Proper interpretation of such entries requires examination of the relevant ipNetToMediaType object. As the entries in this table are typically not persistent when this object is written the entity should not save the change to non-volatile storage. Note: a stronger requirement is not used because this object was previously defined. Enumeration: 'static': 4, 'other': 1, 'dynamic': 3, 'invalid': 2."
ipRoutingDiscards,1.3.6.1.2.1.4.23,counter32,read-only,objecttype,scalar,"The number of routing entries which were chosen to be discarded even though they are valid. One possible reason for discarding such an entry could be to free-up buffer space for other routing entries. This object was defined in pre-IPv6 versions of the IP MIB. It was implicitly IPv4 only, but the original specifications did not indicate this protocol restriction. In order to clarify the specifications, this object has been deprecated and a similar, but more thoroughly clarified, object has been added to the IP-FORWARD-MIB."
ipv6IpForwarding,1.3.6.1.2.1.4.25,integer,read-write,objecttype,scalar,"The indication of whether this entity is acting as an IPv6 router on any interface in respect to the forwarding of datagrams received by, but not addressed to, this entity. IPv6 routers forward datagrams. IPv6 hosts do not (except those source-routed via the host). When this object is written, the entity SHOULD save the change to non-volatile storage and restore the object from non-volatile storage upon re-initialization of the system. Enumeration: 'forwarding': 1, 'notForwarding': 2."
ipv6IpDefaultHopLimit,1.3.6.1.2.1.4.26,integer32,read-write,objecttype,scalar,"The default value inserted into the Hop Limit field of the IPv6 header of datagrams originated at this entity whenever a Hop Limit value is not supplied by the transport layer protocol. When this object is written, the entity SHOULD save the change to non-volatile storage and restore the object from non-volatile storage upon re-initialization of the system."
ipv4InterfaceTableLastChange,1.3.6.1.2.1.4.27,timestamp,read-only,objecttype,scalar,"The value of sysUpTime on the most recent occasion at which a row in the ipv4InterfaceTable was added or deleted, or when an ipv4InterfaceReasmMaxSize or an ipv4InterfaceEnableStatus object was modified. If new objects are added to the ipv4InterfaceTable that require the ipv4InterfaceTableLastChange to be updated when they are modified, they must specify that requirement in their description clause."
ipv4InterfaceTable,1.3.6.1.2.1.4.28,,no-access,objecttype,table,"The table containing per-interface IPv4-specific information."
ipv4InterfaceEntry,1.3.6.1.2.1.4.28.1,,no-access,objecttype,row,"An entry containing IPv4-specific information for a specific interface."
ipv4InterfaceIfIndex,1.3.6.1.2.1.4.28.1.1,interfaceindex,no-access,objecttype,column,"The index value that uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipv4InterfaceReasmMaxSize,1.3.6.1.2.1.4.28.1.2,integer32,read-only,objecttype,column,"The size of the largest IPv4 datagram that this entity can re-assemble from incoming IPv4 fragmented datagrams received on this interface."
ipv4InterfaceEnableStatus,1.3.6.1.2.1.4.28.1.3,integer,read-write,objecttype,column,"The indication of whether IPv4 is enabled (up) or disabled (down) on this interface. This object does not affect the state of the interface itself, only its connection to an IPv4 stack. The IF-MIB should be used to control the state of the interface. Enumeration: 'down': 2, 'up': 1."
ipv4InterfaceRetransmitTime,1.3.6.1.2.1.4.28.1.4,unsigned32,read-only,objecttype,column,"The time between retransmissions of ARP requests to a neighbor when resolving the address or when probing the reachability of a neighbor."
ipv6InterfaceTableLastChange,1.3.6.1.2.1.4.29,timestamp,read-only,objecttype,scalar,"The value of sysUpTime on the most recent occasion at which a row in the ipv6InterfaceTable was added or deleted or when an ipv6InterfaceReasmMaxSize, ipv6InterfaceIdentifier, ipv6InterfaceEnableStatus, ipv6InterfaceReachableTime, ipv6InterfaceRetransmitTime, or ipv6InterfaceForwarding object was modified. If new objects are added to the ipv6InterfaceTable that require the ipv6InterfaceTableLastChange to be updated when they are modified, they must specify that requirement in their description clause."
ipv6InterfaceTable,1.3.6.1.2.1.4.30,,no-access,objecttype,table,"The table containing per-interface IPv6-specific information."
ipv6InterfaceEntry,1.3.6.1.2.1.4.30.1,,no-access,objecttype,row,"An entry containing IPv6-specific information for a given interface."
ipv6InterfaceIfIndex,1.3.6.1.2.1.4.30.1.1,interfaceindex,no-access,objecttype,column,"The index value that uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipv6InterfaceReasmMaxSize,1.3.6.1.2.1.4.30.1.2,unsigned32,read-only,objecttype,column,"The size of the largest IPv6 datagram that this entity can re-assemble from incoming IPv6 fragmented datagrams received on this interface."
ipv6InterfaceIdentifier,1.3.6.1.2.1.4.30.1.3,ipv6addressifidentifiertc,read-only,objecttype,column,"The Interface Identifier for this interface. The Interface Identifier is combined with an address prefix to form an interface address. By default, the Interface Identifier is auto-configured according to the rules of the link type to which this interface is attached. A zero length identifier may be used where appropriate. One possible example is a loopback interface."
ipv6InterfaceEnableStatus,1.3.6.1.2.1.4.30.1.5,integer,read-write,objecttype,column,"The indication of whether IPv6 is enabled (up) or disabled (down) on this interface. This object does not affect the state of the interface itself, only its connection to an IPv6 stack. The IF-MIB should be used to control the state of the interface. When this object is written, the entity SHOULD save the change to non-volatile storage and restore the object from non-volatile storage upon re-initialization of the system. Enumeration: 'down': 2, 'up': 1."
ipv6InterfaceReachableTime,1.3.6.1.2.1.4.30.1.6,unsigned32,read-only,objecttype,column,"The time a neighbor is considered reachable after receiving a reachability confirmation."
ipv6InterfaceRetransmitTime,1.3.6.1.2.1.4.30.1.7,unsigned32,read-only,objecttype,column,"The time between retransmissions of Neighbor Solicitation messages to a neighbor when resolving the address or when probing the reachability of a neighbor."
ipv6InterfaceForwarding,1.3.6.1.2.1.4.30.1.8,integer,read-write,objecttype,column,"The indication of whether this entity is acting as an IPv6 router on this interface with respect to the forwarding of datagrams received by, but not addressed to, this entity. IPv6 routers forward datagrams. IPv6 hosts do not (except those source-routed via the host). This object is constrained by ipv6IpForwarding and is ignored if ipv6IpForwarding is set to notForwarding. Those systems that do not provide per-interface control of the forwarding function should set this object to forwarding for all interfaces and allow the ipv6IpForwarding object to control the forwarding capability. When this object is written, the entity SHOULD save the change to non-volatile storage and restore the object from non-volatile storage upon re-initialization of the system. Enumeration: 'forwarding': 1, 'notForwarding': 2."
ipTrafficStats,1.3.6.1.2.1.4.31,,,objectidentity,,""
ipSystemStatsTable,1.3.6.1.2.1.4.31.1,,no-access,objecttype,table,"The table containing system wide, IP version specific traffic statistics. This table and the ipIfStatsTable contain similar objects whose difference is in their granularity. Where this table contains system wide traffic statistics, the ipIfStatsTable contains the same statistics but counted on a per-interface basis."
ipSystemStatsEntry,1.3.6.1.2.1.4.31.1.1,,no-access,objecttype,row,"A statistics entry containing system-wide objects for a particular IP version."
ipSystemStatsIPVersion,1.3.6.1.2.1.4.31.1.1.1,inetversion,no-access,objecttype,column,"The IP version of this row."
ipSystemStatsInReceives,1.3.6.1.2.1.4.31.1.1.3,counter32,read-only,objecttype,column,"The total number of input IP datagrams received, including those received in error. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInReceives,1.3.6.1.2.1.4.31.1.1.4,counter64,read-only,objecttype,column,"The total number of input IP datagrams received, including those received in error. This object counts the same datagrams as ipSystemStatsInReceives, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInOctets,1.3.6.1.2.1.4.31.1.1.5,counter32,read-only,objecttype,column,"The total number of octets received in input IP datagrams, including those received in error. Octets from datagrams counted in ipSystemStatsInReceives MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInOctets,1.3.6.1.2.1.4.31.1.1.6,counter64,read-only,objecttype,column,"The total number of octets received in input IP datagrams, including those received in error. This object counts the same octets as ipSystemStatsInOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInHdrErrors,1.3.6.1.2.1.4.31.1.1.7,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded due to errors in their IP headers, including version number mismatch, other format errors, hop count exceeded, errors discovered in processing their IP options, etc. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInNoRoutes,1.3.6.1.2.1.4.31.1.1.8,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because no route could be found to transmit them to their destination. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInAddrErrors,1.3.6.1.2.1.4.31.1.1.9,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because the IP address in their IP header's destination field was not a valid address to be received at this entity. This count includes invalid addresses (e.g., ::0). For entities that are not IP routers and therefore do not forward datagrams, this counter includes datagrams discarded because the destination address was not a local address. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInUnknownProtos,1.3.6.1.2.1.4.31.1.1.10,counter32,read-only,objecttype,column,"The number of locally-addressed IP datagrams received successfully but discarded because of an unknown or unsupported protocol. When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInTruncatedPkts,1.3.6.1.2.1.4.31.1.1.11,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because the datagram frame didn't carry enough data. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInForwDatagrams,1.3.6.1.2.1.4.31.1.1.12,counter32,read-only,objecttype,column,"The number of input datagrams for which this entity was not their final IP destination and for which this entity attempted to find a route to forward them to that final destination. In entities that do not act as IP routers, this counter will include only those datagrams that were Source-Routed via this entity, and the Source-Route processing was successful. When tracking interface statistics, the counter of the incoming interface is incremented for each datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInForwDatagrams,1.3.6.1.2.1.4.31.1.1.13,counter64,read-only,objecttype,column,"The number of input datagrams for which this entity was not their final IP destination and for which this entity attempted to find a route to forward them to that final destination. This object counts the same packets as ipSystemStatsInForwDatagrams, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsReasmReqds,1.3.6.1.2.1.4.31.1.1.14,counter32,read-only,objecttype,column,"The number of IP fragments received that needed to be reassembled at this interface. When tracking interface statistics, the counter of the interface to which these fragments were addressed is incremented. This interface might not be the same as the input interface for some of the fragments. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsReasmOKs,1.3.6.1.2.1.4.31.1.1.15,counter32,read-only,objecttype,column,"The number of IP datagrams successfully reassembled. When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsReasmFails,1.3.6.1.2.1.4.31.1.1.16,counter32,read-only,objecttype,column,"The number of failures detected by the IP re-assembly algorithm (for whatever reason: timed out, errors, etc.). Note that this is not necessarily a count of discarded IP fragments since some algorithms (notably the algorithm in RFC 815) can lose track of the number of fragments by combining them as they are received. When tracking interface statistics, the counter of the interface to which these fragments were addressed is incremented. This interface might not be the same as the input interface for some of the fragments. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInDiscards,1.3.6.1.2.1.4.31.1.1.17,counter32,read-only,objecttype,column,"The number of input IP datagrams for which no problems were encountered to prevent their continued processing, but were discarded (e.g., for lack of buffer space). Note that this counter does not include any datagrams discarded while awaiting re-assembly. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInDelivers,1.3.6.1.2.1.4.31.1.1.18,counter32,read-only,objecttype,column,"The total number of datagrams successfully delivered to IP user-protocols (including ICMP). When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInDelivers,1.3.6.1.2.1.4.31.1.1.19,counter64,read-only,objecttype,column,"The total number of datagrams successfully delivered to IP user-protocols (including ICMP). This object counts the same packets as ipSystemStatsInDelivers, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutRequests,1.3.6.1.2.1.4.31.1.1.20,counter32,read-only,objecttype,column,"The total number of IP datagrams that local IP user- protocols (including ICMP) supplied to IP in requests for transmission. Note that this counter does not include any datagrams counted in ipSystemStatsOutForwDatagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutRequests,1.3.6.1.2.1.4.31.1.1.21,counter64,read-only,objecttype,column,"The total number of IP datagrams that local IP user- protocols (including ICMP) supplied to IP in requests for transmission. This object counts the same packets as ipSystemStatsOutRequests, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutNoRoutes,1.3.6.1.2.1.4.31.1.1.22,counter32,read-only,objecttype,column,"The number of locally generated IP datagrams discarded because no route could be found to transmit them to their destination. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutForwDatagrams,1.3.6.1.2.1.4.31.1.1.23,counter32,read-only,objecttype,column,"The number of datagrams for which this entity was not their final IP destination and for which it was successful in finding a path to their final destination. In entities that do not act as IP routers, this counter will include only those datagrams that were Source-Routed via this entity, and the Source-Route processing was successful. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully forwarded datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutForwDatagrams,1.3.6.1.2.1.4.31.1.1.24,counter64,read-only,objecttype,column,"The number of datagrams for which this entity was not their final IP destination and for which it was successful in finding a path to their final destination. This object counts the same packets as ipSystemStatsOutForwDatagrams, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutDiscards,1.3.6.1.2.1.4.31.1.1.25,counter32,read-only,objecttype,column,"The number of output IP datagrams for which no problem was encountered to prevent their transmission to their destination, but were discarded (e.g., for lack of buffer space). Note that this counter would include datagrams counted in ipSystemStatsOutForwDatagrams if any such datagrams met this (discretionary) discard criterion. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutFragReqds,1.3.6.1.2.1.4.31.1.1.26,counter32,read-only,objecttype,column,"The number of IP datagrams that would require fragmentation in order to be transmitted. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutFragOKs,1.3.6.1.2.1.4.31.1.1.27,counter32,read-only,objecttype,column,"The number of IP datagrams that have been successfully fragmented. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutFragFails,1.3.6.1.2.1.4.31.1.1.28,counter32,read-only,objecttype,column,"The number of IP datagrams that have been discarded because they needed to be fragmented but could not be. This includes IPv4 packets that have the DF bit set and IPv6 packets that are being forwarded and exceed the outgoing link MTU. When tracking interface statistics, the counter of the outgoing interface is incremented for an unsuccessfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutFragCreates,1.3.6.1.2.1.4.31.1.1.29,counter32,read-only,objecttype,column,"The number of output datagram fragments that have been generated as a result of IP fragmentation. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutTransmits,1.3.6.1.2.1.4.31.1.1.30,counter32,read-only,objecttype,column,"The total number of IP datagrams that this entity supplied to the lower layers for transmission. This includes datagrams generated locally and those forwarded by this entity. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutTransmits,1.3.6.1.2.1.4.31.1.1.31,counter64,read-only,objecttype,column,"The total number of IP datagrams that this entity supplied to the lower layers for transmission. This object counts the same datagrams as ipSystemStatsOutTransmits, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutOctets,1.3.6.1.2.1.4.31.1.1.32,counter32,read-only,objecttype,column,"The total number of octets in IP datagrams delivered to the lower layers for transmission. Octets from datagrams counted in ipSystemStatsOutTransmits MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutOctets,1.3.6.1.2.1.4.31.1.1.33,counter64,read-only,objecttype,column,"The total number of octets in IP datagrams delivered to the lower layers for transmission. This objects counts the same octets as ipSystemStatsOutOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInMcastPkts,1.3.6.1.2.1.4.31.1.1.34,counter32,read-only,objecttype,column,"The number of IP multicast datagrams received. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInMcastPkts,1.3.6.1.2.1.4.31.1.1.35,counter64,read-only,objecttype,column,"The number of IP multicast datagrams received. This object counts the same datagrams as ipSystemStatsInMcastPkts but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
